
Dump of file C:\Windows\System32\WsmSvc.dll
        150   95 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VEnumSinkEx@@@@PEAVEnumSinkEx@@@@QEAA@PEAVEnumSinkEx@@@Z
        151   96 00029EC0 ??0?$AutoCleanup@V?$AutoRelease@VEnumSinkEx@@@@PEAVEnumSinkEx@@@@QEAA@XZ
        152   97 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VGeneralSinkEx@@@@PEAVGeneralSinkEx@@@@QEAA@PEAVGeneralSinkEx@@@Z
        153   98 00029EC0 ??0?$AutoCleanup@V?$AutoRelease@VGeneralSinkEx@@@@PEAVGeneralSinkEx@@@@QEAA@XZ
        154   99 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VIISConfigSettings@@@@PEAVIISConfigSettings@@@@QEAA@PEAVIISConfigSettings@@@Z
        155   9A 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VIPCSoapProcessor@@@@PEAVIPCSoapProcessor@@@@QEAA@PEAVIPCSoapProcessor@@@Z
        156   9B 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VIRequestContext@@@@PEAVIRequestContext@@@@QEAA@PEAVIRequestContext@@@Z
        157   9C 00029EC0 ??0?$AutoCleanup@V?$AutoRelease@VIRequestContext@@@@PEAVIRequestContext@@@@QEAA@XZ
        158   9D 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VISubscription@@@@PEAVISubscription@@@@QEAA@PEAVISubscription@@@Z
        159   9E 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VInboundRequestDetails@@@@PEAVInboundRequestDetails@@@@QEAA@PEAVInboundRequestDetails@@@Z
        160   9F 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VReceiveOperation@Client@WSMan@@@@PEAVReceiveOperation@Client@WSMan@@@@QEAA@PEAVReceiveOperation@Client@WSMan@@@Z
        161   A0 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VReconnectOperation@Client@WSMan@@@@PEAVReconnectOperation@Client@WSMan@@@@QEAA@PEAVReconnectOperation@Client@WSMan@@@Z
        162   A1 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VSendOperation@Client@WSMan@@@@PEAVSendOperation@Client@WSMan@@@@QEAA@PEAVSendOperation@Client@WSMan@@@Z
        163   A2 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VShell@Client@WSMan@@@@PEAVShell@Client@WSMan@@@@QEAA@PEAVShell@Client@WSMan@@@Z
        164   A3 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VShellInfo@@@@PEAVShellInfo@@@@QEAA@PEAVShellInfo@@@Z
        165   A4 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VSignalOperation@Client@WSMan@@@@PEAVSignalOperation@Client@WSMan@@@@QEAA@PEAVSignalOperation@Client@WSMan@@@Z
        166   A5 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VUserRecord@@@@PEAVUserRecord@@@@QEAA@PEAVUserRecord@@@Z
        167   A6 0002B100 ??0?$AutoCleanup@V?$AutoRelease@VWSManHttpListener@@@@PEAVWSManHttpListener@@@@QEAA@PEAVWSManHttpListener@@@Z
        168   A7 0002B100 ??0?$AutoCleanup@V?$AutoReleaseEx@VHostMappingTableEntry@@@@PEAVHostMappingTableEntry@@@@QEAA@PEAVHostMappingTableEntry@@@Z
        169   A8 0002B100 ??0?$AutoCleanup@V?$AutoReleaseEx@VShell@Client@WSMan@@@@PEAVShell@Client@WSMan@@@@QEAA@PEAVShell@Client@WSMan@@@Z
        170   A9 0002B100 ??0?$AutoCleanup@VAutoBstr@@PEAG@@QEAA@PEAG@Z
        171   AA 00029EC0 ??0?$AutoCleanup@VAutoBstr@@PEAG@@QEAA@XZ
        172   AB 0002B100 ??0?$AutoCleanup@VAutoBstrNoAlloc@@PEAG@@QEAA@PEAG@Z
        173   AC 00029EC0 ??0?$AutoCleanup@VAutoBstrNoAlloc@@PEAG@@QEAA@XZ
        174   AD 0002B100 ??0?$AutoCleanup@VAutoCertContext@@PEBU_CERT_CONTEXT@@@@QEAA@PEBU_CERT_CONTEXT@@@Z
        175   AE 00029EC0 ??0?$AutoCleanup@VAutoCertContext@@PEBU_CERT_CONTEXT@@@@QEAA@XZ
        176   AF 0002B100 ??0?$AutoCleanup@VAutoChainContext@@PEBU_CERT_CHAIN_CONTEXT@@@@QEAA@PEBU_CERT_CHAIN_CONTEXT@@@Z
        177   B0 00029EC0 ??0?$AutoCleanup@VAutoChainContext@@PEBU_CERT_CHAIN_CONTEXT@@@@QEAA@XZ
        178   B1 0002B100 ??0?$AutoCleanup@VAutoCoTaskMemFree@@PEAX@@QEAA@PEAX@Z
        179   B2 00029EC0 ??0?$AutoCleanup@VAutoCoTaskMemFree@@PEAX@@QEAA@XZ
        180   B3 0002B100 ??0?$AutoCleanup@VAutoFwXmlCloseParser@@PEAX@@QEAA@PEAX@Z
        181   B4 00029EC0 ??0?$AutoCleanup@VAutoFwXmlCloseParser@@PEAX@@QEAA@XZ
        182   B5 0002B100 ??0?$AutoCleanup@VAutoHandle@@PEAX@@QEAA@PEAX@Z
        183   B6 00029EC0 ??0?$AutoCleanup@VAutoHandle@@PEAX@@QEAA@XZ
        184   B7 0002B100 ??0?$AutoCleanup@VAutoImpersonateUser@@PEAX@@QEAA@PEAX@Z
        185   B8 00029EC0 ??0?$AutoCleanup@VAutoImpersonateUser@@PEAX@@QEAA@XZ
        186   B9 0002B100 ??0?$AutoCleanup@VAutoLibrary@@PEAUHINSTANCE__@@@@QEAA@PEAUHINSTANCE__@@@Z
        187   BA 00029EC0 ??0?$AutoCleanup@VAutoLibrary@@PEAUHINSTANCE__@@@@QEAA@XZ
        188   BB 0002B100 ??0?$AutoCleanup@VAutoLocalFree@@PEAX@@QEAA@PEAX@Z
        189   BC 00029EC0 ??0?$AutoCleanup@VAutoLocalFree@@PEAX@@QEAA@XZ
        190   BD 0002B100 ??0?$AutoCleanup@VAutoMIClass@@PEAU_MI_Class@@@@QEAA@PEAU_MI_Class@@@Z
        191   BE 00029EC0 ??0?$AutoCleanup@VAutoMIClass@@PEAU_MI_Class@@@@QEAA@XZ
        192   BF 0002B100 ??0?$AutoCleanup@VAutoMIInstance@@PEAU_MI_Instance@@@@QEAA@PEAU_MI_Instance@@@Z
        193   C0 00029EC0 ??0?$AutoCleanup@VAutoMIInstance@@PEAU_MI_Instance@@@@QEAA@XZ
        194   C1 0002B100 ??0?$AutoCleanup@VAutoObject@@PEAUWSMAN_OBJECT@@@@QEAA@PEAUWSMAN_OBJECT@@@Z
        195   C2 00029EC0 ??0?$AutoCleanup@VAutoObject@@PEAUWSMAN_OBJECT@@@@QEAA@XZ
        196   C3 0002B100 ??0?$AutoCleanup@VAutoRegKey@@PEAUHKEY__@@@@QEAA@PEAUHKEY__@@@Z
        197   C4 00029EC0 ??0?$AutoCleanup@VAutoRegKey@@PEAUHKEY__@@@@QEAA@XZ
        198   C5 0002B100 ??0?$AutoCleanup@VAutoSecurityDescriptor@@PEAX@@QEAA@PEAX@Z
        199   C6 00029EC0 ??0?$AutoCleanup@VAutoSecurityDescriptor@@PEAX@@QEAA@XZ
        200   C7 0002B100 ??0?$AutoCleanup@VAutoWaitHandle@@PEAX@@QEAA@PEAX@Z
        201   C8 00029EC0 ??0?$AutoCleanup@VAutoWaitHandle@@PEAX@@QEAA@XZ
        202   C9 00029EC0 ??0?$AutoDelete@D@@QEAA@XZ
        203   CA 0002B100 ??0?$AutoDelete@G@@QEAA@PEAG@Z
        204   CB 00029EC0 ??0?$AutoDelete@G@@QEAA@XZ
        205   CC 00029EC0 ??0?$AutoDelete@UIPRange@CWSManIPFilter@@@@QEAA@XZ
        206   CD 0002B100 ??0?$AutoDelete@U_SID@@@@QEAA@PEAU_SID@@@Z
        207   CE 0002B100 ??0?$AutoDelete@U_WSMAN_STREAM_ID_SET@@@@QEAA@PEAU_WSMAN_STREAM_ID_SET@@@Z
        208   CF 0002B100 ??0?$AutoDelete@V?$Handle@VISubscription@@@@@@QEAA@PEAV?$Handle@VISubscription@@@@@Z
        209   D0 00029EC0 ??0?$AutoDelete@V?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEAA@XZ
        210   D1 00029EC0 ??0?$AutoDelete@V?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@QEAA@XZ
        211   D2 0002B100 ??0?$AutoDelete@V?$SafeSet@PEAVCCertMapping@@@@@@QEAA@PEAV?$SafeSet@PEAVCCertMapping@@@@@Z
        212   D3 00029EC0 ??0?$AutoDelete@V?$SafeSet@PEAVCCertMapping@@@@@@QEAA@XZ
        213   D4 0002B100 ??0?$AutoDelete@V?$SafeSet@PEAVCShellUriSettings@@@@@@QEAA@PEAV?$SafeSet@PEAVCShellUriSettings@@@@@Z
        214   D5 00029EC0 ??0?$AutoDelete@V?$SafeSet@PEAVCShellUriSettings@@@@@@QEAA@XZ
        215   D6 00029EC0 ??0?$AutoDelete@V?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@QEAA@XZ
        216   D7 00029EC0 ??0?$AutoDelete@V?$SimpleStack@VCListenerOperation@@@@@@QEAA@XZ
        217   D8 00029EC0 ??0?$AutoDelete@V?$SimpleStack@VShellHostEntry@@@@@@QEAA@XZ
        218   D9 0002B100 ??0?$AutoDelete@V?$set@PEAVCListenerSettings@@VCListenerSettingsLessFunctor@CServiceConfigSettings@@V?$transport_allocator@PEAVCListenerSettings@@@@@std@@@@QEAA@PEAV?$set@PEAVCListenerSettings@@VCListenerSettingsLessFunctor@CServiceConfigSettings@@V?$transport_allocator@PEAVCListenerSettings@@@@@std@@@Z
        219   DA 00029EC0 ??0?$AutoDelete@V?$set@PEAVCListenerSettings@@VCListenerSettingsLessFunctor@CServiceConfigSettings@@V?$transport_allocator@PEAVCListenerSettings@@@@@std@@@@QEAA@XZ
        220   DB 00029EC0 ??0?$AutoDelete@V?$set@Usockaddr_storage@@VSockAddrLessFunctor@CListenerSettings@@V?$transport_allocator@Usockaddr_storage@@@@@std@@@@QEAA@XZ
        221   DC 00029EC0 ??0?$AutoDelete@V?$vector@PEAVHandleImpl@Client@WSMan@@V?$transport_allocator@PEAVHandleImpl@Client@WSMan@@@@@std@@@@QEAA@XZ
        222   DD 00029EC0 ??0?$AutoDelete@V?$vector@PEAVIServiceConfigObserver@@V?$transport_allocator@PEAVIServiceConfigObserver@@@@@std@@@@QEAA@XZ
        223   DE 0002B100 ??0?$AutoDelete@VAdminSid@CSecurity@@@@QEAA@PEAVAdminSid@CSecurity@@@Z
        224   DF 00029EC0 ??0?$AutoDelete@VBlockedRecord@@@@QEAA@XZ
        225   E0 0002B100 ??0?$AutoDelete@VCBaseConfigCache@@@@QEAA@PEAVCBaseConfigCache@@@Z
        226   E1 0002B100 ??0?$AutoDelete@VCCertMapping@@@@QEAA@PEAVCCertMapping@@@Z
        227   E2 00029EC0 ??0?$AutoDelete@VCConfigChangeSource@@@@QEAA@XZ
        228   E3 0002B100 ??0?$AutoDelete@VCListenerSettings@@@@QEAA@PEAVCListenerSettings@@@Z
        229   E4 00029EC0 ??0?$AutoDelete@VCObserverConfigChangeErrors@@@@QEAA@XZ
        230   E5 0002B100 ??0?$AutoDelete@VCServiceWatcher@CServiceConfigCache@@@@QEAA@PEAVCServiceWatcher@CServiceConfigCache@@@Z
        231   E6 00029EC0 ??0?$AutoDelete@VCServiceWatcher@CServiceConfigCache@@@@QEAA@XZ
        232   E7 0002B100 ??0?$AutoDelete@VCShellUriSettings@@@@QEAA@PEAVCShellUriSettings@@@Z
        233   E8 0002B100 ??0?$AutoDelete@VCWSManEPR@@@@QEAA@PEAVCWSManEPR@@@Z
        234   E9 0002B100 ??0?$AutoDelete@VCWSManResource@@@@QEAA@PEAVCWSManResource@@@Z
        235   EA 00029EC0 ??0?$AutoDelete@VCWSManResource@@@@QEAA@XZ
        236   EB 0002B100 ??0?$AutoDelete@VCertHash@@@@QEAA@PEAVCertHash@@@Z
        237   EC 00029EC0 ??0?$AutoDelete@VCertHash@@@@QEAA@XZ
        238   ED 0002B100 ??0?$AutoDelete@VConfigUpdate@@@@QEAA@PEAVConfigUpdate@@@Z
        239   EE 00029EC0 ??0?$AutoDelete@VConfigUpdate@@@@QEAA@XZ
        240   EF 0002B100 ??0?$AutoDelete@VEnumSinkEx@@@@QEAA@PEAVEnumSinkEx@@@Z
        241   F0 00029EC0 ??0?$AutoDelete@VEnumSinkEx@@@@QEAA@XZ
        242   F1 0002B100 ??0?$AutoDelete@VEventHandler@WSMan@@@@QEAA@PEAVEventHandler@WSMan@@@Z
        243   F2 0002B100 ??0?$AutoDelete@VExpiredOperationIdRecord@@@@QEAA@PEAVExpiredOperationIdRecord@@@Z
        244   F3 00029EC0 ??0?$AutoDelete@VGPApiManager@@@@QEAA@XZ
        245   F4 0002B100 ??0?$AutoDelete@VGeneralSinkEx@@@@QEAA@PEAVGeneralSinkEx@@@Z
        246   F5 00029EC0 ??0?$AutoDelete@VGeneralSinkEx@@@@QEAA@XZ
        247   F6 0002B100 ??0?$AutoDelete@VIChannelObserverFactory@@@@QEAA@PEAVIChannelObserverFactory@@@Z
        248   F7 00029EC0 ??0?$AutoDelete@VIChannelObserverFactory@@@@QEAA@XZ
        249   F8 0002B100 ??0?$AutoDelete@VIQueryDASHSMASHInterface@@@@QEAA@PEAVIQueryDASHSMASHInterface@@@Z
        250   F9 00029EC0 ??0?$AutoDelete@VIQueryDASHSMASHInterface@@@@QEAA@XZ
        251   FA 0002B100 ??0?$AutoDelete@VISpecification@@@@QEAA@PEAVISpecification@@@Z
        252   FB 00029EC0 ??0?$AutoDelete@VISpecification@@@@QEAA@XZ
        253   FC 0002B100 ??0?$AutoDelete@VInteractiveSid@CSecurity@@@@QEAA@PEAVInteractiveSid@CSecurity@@@Z
        254   FD 0002B100 ??0?$AutoDelete@VIpHlpApiDllLoader@@@@QEAA@PEAVIpHlpApiDllLoader@@@Z
        255   FE 0002B100 ??0?$AutoDelete@VMachineName@@@@QEAA@PEAVMachineName@@@Z
        256   FF 0002B100 ??0?$AutoDelete@VNetworkServiceSid@CSecurity@@@@QEAA@PEAVNetworkServiceSid@CSecurity@@@Z
        257  100 0002B100 ??0?$AutoDelete@VNtDsApiDllLoader@@@@QEAA@PEAVNtDsApiDllLoader@@@Z
        258  101 0002B100 ??0?$AutoDelete@VOptionValue@SessionOptions@Client@WSMan@@@@QEAA@PEAVOptionValue@SessionOptions@Client@WSMan@@@Z
        259  102 0002B100 ??0?$AutoDelete@VPacketCreator@@@@QEAA@PEAVPacketCreator@@@Z
        260  103 00029EC0 ??0?$AutoDelete@VPacketCreator@@@@QEAA@XZ
        261  104 00029EC0 ??0?$AutoDelete@VPacketParser@@@@QEAA@XZ
        262  105 0002B100 ??0?$AutoDelete@VResources@Locale@@@@QEAA@PEAVResources@Locale@@@Z
        263  106 0002B100 ??0?$AutoDelete@VRunAsConfiguration@@@@QEAA@PEAVRunAsConfiguration@@@Z
        264  107 0002B100 ??0?$AutoDelete@VSafeBufferWrite@@@@QEAA@PEAVSafeBufferWrite@@@Z
        265  108 0002B100 ??0?$AutoDelete@VSecurityEntry@Catalog@@@@QEAA@PEAVSecurityEntry@Catalog@@@Z
        266  109 0002B100 ??0?$AutoDelete@VSendPacketArgs@RobustConnectionBuffer@@@@QEAA@PEAVSendPacketArgs@RobustConnectionBuffer@@@Z
        267  10A 00029EC0 ??0?$AutoDelete@VServiceSoapProcessor@@@@QEAA@XZ
        268  10B 0002B100 ??0?$AutoDelete@VShell32DllLoader@@@@QEAA@PEAVShell32DllLoader@@@Z
        269  10C 0002B100 ??0?$AutoDelete@VShlWApiDllLoader@@@@QEAA@PEAVShlWApiDllLoader@@@Z
        270  10D 00029EC0 ??0?$AutoDelete@VSubscriptionEnumerator@@@@QEAA@XZ
        271  10E 0002B100 ??0?$AutoDelete@VSubscriptionManager@@@@QEAA@PEAVSubscriptionManager@@@Z
        272  10F 0002B100 ??0?$AutoDelete@VTSTRBUFFER@@@@QEAA@PEAVTSTRBUFFER@@@Z
        273  110 00029EC0 ??0?$AutoDelete@VTSTRBUFFER@@@@QEAA@XZ
        274  111 00029EC0 ??0?$AutoDelete@VUniqueStringOverflow@@@@QEAA@XZ
        275  112 0002B100 ??0?$AutoDelete@VUser32DllLoader@@@@QEAA@PEAVUser32DllLoader@@@Z
        276  113 0002B100 ??0?$AutoDelete@VWSMANCONFIGTABLE_IDENTITY@@@@QEAA@PEAVWSMANCONFIGTABLE_IDENTITY@@@Z
        277  114 0002B100 ??0?$AutoDelete@VWSManMemCryptManager@@@@QEAA@PEAVWSManMemCryptManager@@@Z
        278  115 0002B100 ??0?$AutoDelete@VWmiEnumContext@@@@QEAA@PEAVWmiEnumContext@@@Z
        279  116 00029EC0 ??0?$AutoDelete@VWmiEnumContext@@@@QEAA@XZ
        280  117 0002B100 ??0?$AutoDelete@VXmlReader@@@@QEAA@PEAVXmlReader@@@Z
        281  118 00029EC0 ??0?$AutoDelete@VXmlReader@@@@QEAA@XZ
        282  119 00029EC0 ??0?$AutoDeleteVector@$$CBG@@QEAA@XZ
        283  11A 0002B100 ??0?$AutoDeleteVector@D@@QEAA@PEAD@Z
        284  11B 00029EC0 ??0?$AutoDeleteVector@D@@QEAA@XZ
        285  11C 0002B100 ??0?$AutoDeleteVector@E@@QEAA@PEAE@Z
        286  11D 00029EC0 ??0?$AutoDeleteVector@E@@QEAA@XZ
        287  11E 0002B100 ??0?$AutoDeleteVector@G@@QEAA@PEAG@Z
        288  11F 00029EC0 ??0?$AutoDeleteVector@G@@QEAA@XZ
        289  120 0002B100 ??0?$AutoDeleteVector@H@@QEAA@PEAH@Z
        290  121 0002B100 ??0?$AutoDeleteVector@PEAG@@QEAA@PEAPEAG@Z
        291  122 00029EC0 ??0?$AutoDeleteVector@PEAG@@QEAA@XZ
        292  123 0002B100 ??0?$AutoDeleteVector@PEBG@@QEAA@PEAPEBG@Z
        293  124 00029EC0 ??0?$AutoDeleteVector@PEBG@@QEAA@XZ
        294  125 00029EC0 ??0?$AutoDeleteVector@U_CONFIG_UPDATE@@@@QEAA@XZ
        295  126 0002B100 ??0?$AutoDeleteVector@U_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@QEAA@PEAU_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@Z
        296  127 00029EC0 ??0?$AutoDeleteVector@U_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@QEAA@XZ
        297  128 0002B100 ??0?$AutoDeleteVector@U_WINRS_RUN_COMMAND_ARG@@@@QEAA@PEAU_WINRS_RUN_COMMAND_ARG@@@Z
        298  129 00029EC0 ??0?$AutoDeleteVector@U_WINRS_RUN_COMMAND_ARG@@@@QEAA@XZ
        299  12A 0002B100 ??0?$AutoDeleteVector@U_WSMAN_OPTION@@@@QEAA@PEAU_WSMAN_OPTION@@@Z
        300  12B 00029EC0 ??0?$AutoDeleteVector@U_WSMAN_OPTION@@@@QEAA@XZ
        301  12C 0002B100 ??0?$AutoDeleteVector@X@@QEAA@PEAX@Z
        302  12D 00029EC0 ??0?$AutoDeleteVector@X@@QEAA@XZ
        303  12E 0002B100 ??0?$AutoFree@E@@QEAA@PEAE@Z
        304  12F 00029EC0 ??0?$AutoFree@E@@QEAA@XZ
        305  130 0002B100 ??0?$AutoLocklessItemRecycle@VPacket@@@@QEAA@PEAVPacket@@@Z
        306  131 00029EC0 ??0?$AutoLocklessItemRecycle@VPacket@@@@QEAA@XZ
        307  132 0002B100 ??0?$AutoRelease@UIAppHostAdminManager@@@@QEAA@PEAUIAppHostAdminManager@@@Z
        308  133 00029EC0 ??0?$AutoRelease@UIAppHostChildElementCollection@@@@QEAA@XZ
        309  134 0002B100 ??0?$AutoRelease@UIAppHostConfigException@@@@QEAA@PEAUIAppHostConfigException@@@Z
        310  135 0002B100 ??0?$AutoRelease@UIAppHostElement@@@@QEAA@PEAUIAppHostElement@@@Z
        311  136 00029EC0 ??0?$AutoRelease@UIAppHostElement@@@@QEAA@XZ
        312  137 00029EC0 ??0?$AutoRelease@UIAppHostElementCollection@@@@QEAA@XZ
        313  138 00029EC0 ??0?$AutoRelease@UIAppHostProperty@@@@QEAA@XZ
        314  139 00029EC0 ??0?$AutoRelease@UIAppHostPropertyCollection@@@@QEAA@XZ
        315  13A 0002B100 ??0?$AutoRelease@UIClientSecurity@@@@QEAA@PEAUIClientSecurity@@@Z
        316  13B 00029EC0 ??0?$AutoRelease@UIClientSecurity@@@@QEAA@XZ
        317  13C 0002B100 ??0?$AutoRelease@UIEnumWbemClassObject@@@@QEAA@PEAUIEnumWbemClassObject@@@Z
        318  13D 00029EC0 ??0?$AutoRelease@UIEnumWbemClassObject@@@@QEAA@XZ
        319  13E 0002B100 ??0?$AutoRelease@UIErrorInfo@@@@QEAA@PEAUIErrorInfo@@@Z
        320  13F 00029EC0 ??0?$AutoRelease@UIErrorInfo@@@@QEAA@XZ
        321  140 0002B100 ??0?$AutoRelease@UIUnknown@@@@QEAA@PEAUIUnknown@@@Z
        322  141 00029EC0 ??0?$AutoRelease@UIUnknown@@@@QEAA@XZ
        323  142 0002B100 ??0?$AutoRelease@UIWbemClassObject@@@@QEAA@PEAUIWbemClassObject@@@Z
        324  143 00029EC0 ??0?$AutoRelease@UIWbemClassObject@@@@QEAA@XZ
        325  144 0002B100 ??0?$AutoRelease@UIWbemContext@@@@QEAA@PEAUIWbemContext@@@Z
        326  145 00029EC0 ??0?$AutoRelease@UIWbemContext@@@@QEAA@XZ
        327  146 0002B100 ??0?$AutoRelease@UIWbemLocator@@@@QEAA@PEAUIWbemLocator@@@Z
        328  147 00029EC0 ??0?$AutoRelease@UIWbemLocator@@@@QEAA@XZ
        329  148 0002B100 ??0?$AutoRelease@UIWbemObjectTextSrc@@@@QEAA@PEAUIWbemObjectTextSrc@@@Z
        330  149 00029EC0 ??0?$AutoRelease@UIWbemObjectTextSrc@@@@QEAA@XZ
        331  14A 0002B100 ??0?$AutoRelease@UIWbemPath@@@@QEAA@PEAUIWbemPath@@@Z
        332  14B 00029EC0 ??0?$AutoRelease@UIWbemPath@@@@QEAA@XZ
        333  14C 0002B100 ??0?$AutoRelease@UIWbemPathKeyList@@@@QEAA@PEAUIWbemPathKeyList@@@Z
        334  14D 00029EC0 ??0?$AutoRelease@UIWbemPathKeyList@@@@QEAA@XZ
        335  14E 0002B100 ??0?$AutoRelease@UIWbemQualifierSet@@@@QEAA@PEAUIWbemQualifierSet@@@Z
        336  14F 00029EC0 ??0?$AutoRelease@UIWbemQualifierSet@@@@QEAA@XZ
        337  150 0002B100 ??0?$AutoRelease@UIWbemQuery@@@@QEAA@PEAUIWbemQuery@@@Z
        338  151 00029EC0 ??0?$AutoRelease@UIWbemQuery@@@@QEAA@XZ
        339  152 0002B100 ??0?$AutoRelease@UIWbemServices@@@@QEAA@PEAUIWbemServices@@@Z
        340  153 00029EC0 ??0?$AutoRelease@UIWbemServices@@@@QEAA@XZ
        341  154 00029EC0 ??0?$AutoRelease@VApplication@Client@WSMan@@@@QEAA@XZ
        342  155 0002B100 ??0?$AutoRelease@VCBaseConfigCache@@@@QEAA@PEAVCBaseConfigCache@@@Z
        343  156 0002B100 ??0?$AutoRelease@VCClientConfigSettings@@@@QEAA@PEAVCClientConfigSettings@@@Z
        344  157 00029EC0 ??0?$AutoRelease@VCClientConfigSettings@@@@QEAA@XZ
        345  158 0002B100 ??0?$AutoRelease@VCCommonConfigSettings@@@@QEAA@PEAVCCommonConfigSettings@@@Z
        346  159 00029EC0 ??0?$AutoRelease@VCCommonConfigSettings@@@@QEAA@XZ
        347  15A 0002B100 ??0?$AutoRelease@VCConfigCacheMap@CBaseConfigCache@@@@QEAA@PEAVCConfigCacheMap@CBaseConfigCache@@@Z
        348  15B 00029EC0 ??0?$AutoRelease@VCConfigCacheMap@CBaseConfigCache@@@@QEAA@XZ
        349  15C 0002B100 ??0?$AutoRelease@VCConfigManager@@@@QEAA@PEAVCConfigManager@@@Z
        350  15D 00029EC0 ??0?$AutoRelease@VCConfigManager@@@@QEAA@XZ
        351  15E 0002B100 ??0?$AutoRelease@VCRemoteOperation@@@@QEAA@PEAVCRemoteOperation@@@Z
        352  15F 0002B100 ??0?$AutoRelease@VCRemoteSession@@@@QEAA@PEAVCRemoteSession@@@Z
        353  160 00029EC0 ??0?$AutoRelease@VCRemoteSession@@@@QEAA@XZ
        354  161 0002B100 ??0?$AutoRelease@VCRequestContext@@@@QEAA@PEAVCRequestContext@@@Z
        355  162 00029EC0 ??0?$AutoRelease@VCRequestContext@@@@QEAA@XZ
        356  163 0002B100 ??0?$AutoRelease@VCServiceCommonConfigSettings@@@@QEAA@PEAVCServiceCommonConfigSettings@@@Z
        357  164 00029EC0 ??0?$AutoRelease@VCServiceCommonConfigSettings@@@@QEAA@XZ
        358  165 0002B100 ??0?$AutoRelease@VCServiceConfigCache@@@@QEAA@PEAVCServiceConfigCache@@@Z
        359  166 00029EC0 ??0?$AutoRelease@VCServiceConfigCache@@@@QEAA@XZ
        360  167 0002B100 ??0?$AutoRelease@VCServiceConfigSettings@@@@QEAA@PEAVCServiceConfigSettings@@@Z
        361  168 00029EC0 ??0?$AutoRelease@VCServiceConfigSettings@@@@QEAA@XZ
        362  169 0002B100 ??0?$AutoRelease@VCWSManEPR@@@@QEAA@PEAVCWSManEPR@@@Z
        363  16A 00029EC0 ??0?$AutoRelease@VCWSManEPR@@@@QEAA@XZ
        364  16B 0002B100 ??0?$AutoRelease@VCWSManGroupPolicyCache@@@@QEAA@PEAVCWSManGroupPolicyCache@@@Z
        365  16C 0002B100 ??0?$AutoRelease@VCWSManGroupPolicyManager@@@@QEAA@PEAVCWSManGroupPolicyManager@@@Z
        366  16D 0002B100 ??0?$AutoRelease@VCWSManObject@@@@QEAA@PEAVCWSManObject@@@Z
        367  16E 0002B100 ??0?$AutoRelease@VCWSManResource@@@@QEAA@PEAVCWSManResource@@@Z
        368  16F 00029EC0 ??0?$AutoRelease@VCWSManResource@@@@QEAA@XZ
        369  170 0002B100 ??0?$AutoRelease@VCWinRSPluginConfigCache@@@@QEAA@PEAVCWinRSPluginConfigCache@@@Z
        370  171 00029EC0 ??0?$AutoRelease@VCWinRSPluginConfigCache@@@@QEAA@XZ
        371  172 0002B100 ??0?$AutoRelease@VCWinRSPluginConfigSettings@@@@QEAA@PEAVCWinRSPluginConfigSettings@@@Z
        372  173 0002B100 ??0?$AutoRelease@VCommand@Client@WSMan@@@@QEAA@PEAVCommand@Client@WSMan@@@Z
        373  174 0002B100 ??0?$AutoRelease@VConfigNotification@@@@QEAA@PEAVConfigNotification@@@Z
        374  175 0002B100 ??0?$AutoRelease@VConnectShellOperation@Client@WSMan@@@@QEAA@PEAVConnectShellOperation@Client@WSMan@@@Z
        375  176 0002B100 ??0?$AutoRelease@VCreateShellOperation@Client@WSMan@@@@QEAA@PEAVCreateShellOperation@Client@WSMan@@@Z
        376  177 0002B100 ??0?$AutoRelease@VDeleteShellOperation@Client@WSMan@@@@QEAA@PEAVDeleteShellOperation@Client@WSMan@@@Z
        377  178 0002B100 ??0?$AutoRelease@VDisconnectOperation@Client@WSMan@@@@QEAA@PEAVDisconnectOperation@Client@WSMan@@@Z
        378  179 0002B100 ??0?$AutoRelease@VEnumSinkEx@@@@QEAA@PEAVEnumSinkEx@@@Z
        379  17A 00029EC0 ??0?$AutoRelease@VEnumSinkEx@@@@QEAA@XZ
        380  17B 0002B100 ??0?$AutoRelease@VGeneralSinkEx@@@@QEAA@PEAVGeneralSinkEx@@@Z
        381  17C 00029EC0 ??0?$AutoRelease@VGeneralSinkEx@@@@QEAA@XZ
